beds,bathrooms,Price_Night,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,amenities_count
2.0,1.0,132,4.9,4.9,5.0,4.9,5.0,4.5,60.0
1.0,1.0,99,4.7,4.7,4.9,5.0,5.0,4.9,38.0
1.0,1.0,330,5.0,4.9,4.9,5.0,4.9,4.7,4.0
1.0,1.0,47,4.8,5.0,5.0,4.9,5.0,4.7,41.0
1.0,1.0,162,4.8,4.8,5.0,4.9,5.0,4.8,20.0
5.0,3.0,329,4.2,4.7,4.9,4.9,4.8,4.7,38.0
1.0,1.0,233,4.9,4.9,5.0,5.0,5.0,4.7,18.0
4.0,3.0,478,5.0,5.0,5.0,4.9,5.0,4.8,25.0
1.0,1.0,77,4.8,4.8,4.9,4.8,4.9,4.6,22.0
1.0,1.0,38,5.0,5.0,5.0,5.0,5.0,5.0,13.0
4.0,1.0,93,4.7,4.9,5.0,4.9,5.0,4.8,54.0
4.0,3.0,220,4.9,5.0,5.0,4.9,5.0,4.9,63.0
2.0,1.0,670,4.9,5.0,5.0,5.0,4.9,4.8,15.0
1.0,1.0,92,4.9,5.0,5.0,4.9,4.9,4.8,37.0
3.0,1.5,165,4.8,4.9,4.9,4.8,4.9,4.7,23.0
1.0,1.0,187,4.8,4.9,4.9,4.9,4.9,4.7,37.0
5.0,1.0,84,4.9,4.9,4.9,4.9,4.9,4.8,49.0
2.0,1.5,65,4.8,4.8,5.0,4.8,5.0,4.8,39.0
3.0,1.5,210,5.0,5.0,5.0,5.0,5.0,5.0,33.0
1.0,0.0,230,4.7,4.8,4.9,4.9,4.9,4.6,17.0
2.0,1.0,31,4.6,4.7,4.9,4.7,5.0,4.8,32.0
2.0,1.0,8,4.9,4.9,4.9,4.5,4.9,4.8,22.0
3.0,1.0,254,5.0,4.9,5.0,4.8,5.0,4.8,56.0
2.0,1.0,33,4.8,4.9,4.8,4.8,4.9,4.8,28.0
1.0,1.0,274,4.8,4.7,4.8,5.0,4.8,4.6,40.0
1.0,1.0,187,5.0,5.0,5.0,5.0,5.0,4.7,12.0
1.0,1.0,91,4.9,4.9,4.9,4.9,5.0,4.6,7.0
1.0,1.0,60,5.0,5.0,4.9,4.7,5.0,4.8,20.0
1.0,1.0,173,5.0,5.0,5.0,5.0,5.0,5.0,42.0
4.0,1.0,58,4.9,5.0,5.0,4.9,5.0,4.8,34.0
7.0,2.0,167,4.8,5.0,5.0,4.9,5.0,5.0,23.0
1.0,1.0,51,5.0,4.9,5.0,4.8,5.0,4.7,25.0
1.0,1.0,21,4.5,4.8,4.6,4.9,4.9,4.6,8.0
1.0,1.0,45,5.0,5.0,5.0,5.0,5.0,5.0,13.0
3.0,2.0,35,4.8,4.9,4.9,4.5,4.8,4.6,26.0
1.0,1.5,76,4.8,5.0,4.8,4.9,4.8,4.8,14.0
17.0,10.0,278,4.5,4.3,4.4,4.6,4.8,4.4,12.0
1.0,1.5,33,4.9,5.0,5.0,4.8,4.9,4.6,33.0
1.0,1.5,119,4.8,4.9,4.9,4.8,4.9,4.7,25.0
1.0,1.5,123,4.7,4.9,4.9,4.8,4.9,4.8,29.0
2.0,1.0,50,4.5,4.7,4.7,4.7,4.7,4.6,17.0
2.0,1.0,228,5.0,5.0,5.0,5.0,5.0,5.0,59.0
1.0,1.0,37,3.8,4.6,4.5,4.7,4.7,4.6,6.0
1.0,1.0,147,5.0,4.9,5.0,4.9,5.0,4.8,21.0
2.0,1.0,143,5.0,5.0,5.0,5.0,5.0,4.9,38.0
1.0,1.0,75,4.9,4.9,4.8,4.6,4.9,4.8,16.0
1.0,1.0,11,4.9,4.9,4.9,4.3,4.9,4.7,22.0
1.0,1.0,25,5.0,5.0,5.0,5.0,5.0,4.8,30.0
1.0,1.0,153,5.0,4.9,5.0,4.9,5.0,4.9,35.0
2.0,2.0,181,4.8,4.9,4.8,4.9,4.9,4.8,61.0
1.0,1.0,88,4.9,4.9,4.9,4.9,4.9,4.8,34.0
2.0,1.0,85,4.9,4.8,5.0,4.3,5.0,4.8,42.0
1.0,1.0,82,5.0,4.9,4.9,4.9,5.0,4.8,27.0
1.0,1.0,49,4.7,4.9,4.9,4.5,4.8,4.7,12.0
4.0,5.0,1112,5.0,4.9,4.8,5.0,4.9,4.8,71.0
3.0,1.5,152,5.0,4.6,5.0,5.0,4.4,4.2,36.0
1.0,1.0,183,5.0,5.0,5.0,5.0,5.0,4.9,37.0
1.0,1.0,18,4.9,5.0,5.0,5.0,4.9,5.0,42.0
2.0,1.0,69,5.0,5.0,5.0,4.6,5.0,4.8,31.0
1.0,1.0,345,4.8,4.9,5.0,5.0,5.0,4.6,47.0
4.0,3.0,116,4.3,4.4,4.5,4.8,4.7,4.4,58.0
1.0,1.0,87,5.0,5.0,5.0,5.0,5.0,5.0,46.0
1.0,1.0,89,4.9,4.9,5.0,4.7,4.9,4.7,19.0
1.0,1.0,49,4.9,5.0,5.0,4.9,5.0,4.9,19.0
4.0,2.0,63,4.6,4.8,4.9,4.9,4.8,4.7,55.0
6.0,4.0,192,4.9,5.0,5.0,5.0,5.0,4.8,72.0
3.0,1.0,152,4.8,4.9,4.8,4.9,4.8,4.7,27.0
2.0,1.0,92,4.7,4.8,4.7,5.0,4.7,4.7,17.0
1.0,1.0,193,5.0,5.0,5.0,5.0,5.0,4.9,38.0
2.0,1.0,27,4.7,4.7,4.8,4.7,4.9,4.7,22.0
2.0,1.0,33,4.8,5.0,5.0,4.6,5.0,5.0,24.0
1.0,1.0,58,4.8,4.8,4.9,4.8,4.9,4.7,25.0
5.0,3.5,320,4.9,5.0,5.0,4.9,5.0,4.8,76.0
4.0,1.0,320,5.0,5.0,5.0,5.0,5.0,4.9,60.0
2.0,1.0,86,4.9,4.9,4.9,4.9,4.9,4.8,23.0
1.0,1.0,53,4.9,5.0,4.9,4.9,5.0,4.9,50.0
1.0,1.0,584,5.0,5.0,5.0,5.0,5.0,4.8,42.0
3.0,2.0,91,5.0,5.0,5.0,4.3,4.3,5.0,14.0
3.0,1.0,234,4.8,4.9,5.0,4.9,5.0,5.0,57.0
1.0,1.0,53,4.6,4.9,4.6,4.8,4.9,4.4,10.0
4.0,3.0,55,4.7,4.9,5.0,4.9,4.9,4.8,28.0
4.0,1.0,123,5.0,5.0,5.0,5.0,5.0,4.9,43.0
1.0,1.0,251,4.8,4.9,5.0,4.9,5.0,4.7,43.0
3.0,1.0,119,5.0,5.0,5.0,4.7,5.0,4.8,32.0
5.0,3.0,307,4.7,4.8,4.9,4.9,4.9,4.6,68.0
3.0,2.0,345,5.0,5.0,5.0,5.0,5.0,4.9,61.0
2.0,1.5,153,5.0,5.0,5.0,5.0,5.0,4.9,52.0
5.0,3.5,876,4.7,5.0,4.9,5.0,4.9,4.7,19.0
4.0,3.0,318,5.0,5.0,5.0,4.9,5.0,5.0,47.0
1.0,1.0,76,4.9,4.9,5.0,4.8,5.0,4.7,28.0
1.0,1.0,8,4.8,4.9,4.9,4.4,4.9,4.7,23.0
6.0,4.5,138,4.9,5.0,4.9,4.7,5.0,4.7,60.0
1.0,1.0,537,4.9,4.9,4.9,4.9,4.9,4.7,56.0
1.0,1.0,94,5.0,5.0,4.9,5.0,5.0,4.6,12.0
1.0,1.0,78,5.0,5.0,5.0,5.0,5.0,5.0,42.0
1.0,1.0,134,4.8,4.7,4.4,4.9,4.8,4.3,11.0
1.0,1.0,81,4.8,5.0,5.0,5.0,5.0,4.8,24.0
2.0,1.0,134,4.9,4.9,4.8,4.8,5.0,4.7,45.0
2.0,1.0,82,5.0,5.0,5.0,4.9,5.0,4.9,29.0
4.0,2.0,83,5.0,5.0,5.0,4.9,5.0,5.0,33.0
2.0,1.0,74,4.6,4.5,4.4,4.6,4.7,4.6,36.0
1.0,1.0,87,5.0,4.9,4.9,4.9,5.0,4.9,50.0
3.0,2.0,432,4.7,4.7,4.6,4.8,4.8,4.3,26.0
1.0,4.0,26,4.8,4.9,4.8,4.6,4.9,4.8,21.0
3.0,2.0,307,4.8,5.0,5.0,5.0,5.0,4.8,78.0
1.0,1.0,49,4.8,4.9,5.0,4.9,5.0,4.8,17.0
3.0,2.0,128,4.9,5.0,5.0,5.0,5.0,4.9,66.0
1.0,1.0,43,4.6,4.9,5.0,5.0,5.0,4.9,18.0
1.0,1.0,43,4.7,4.8,4.8,4.5,4.8,4.8,36.0
4.0,3.5,87,5.0,5.0,5.0,4.9,4.9,4.9,37.0
2.0,1.0,78,5.0,5.0,5.0,4.9,5.0,5.0,45.0
2.0,1.0,105,4.9,4.9,5.0,4.9,5.0,4.8,46.0
1.0,1.0,175,5.0,4.9,5.0,4.9,5.0,4.9,55.0
2.0,1.0,90,4.9,5.0,5.0,5.0,5.0,4.9,35.0
1.0,1.0,78,4.7,4.9,4.9,4.9,5.0,4.8,23.0
1.0,1.0,30,4.6,5.0,5.0,4.8,5.0,4.9,30.0
6.0,4.0,189,4.3,4.8,4.9,5.0,4.9,4.7,42.0
6.0,3.0,216,4.7,5.0,5.0,5.0,4.9,4.8,60.0
3.0,3.0,108,4.8,4.9,4.6,5.0,5.0,4.9,22.0
2.0,1.0,211,5.0,5.0,5.0,5.0,5.0,4.9,36.0
3.0,1.0,62,4.9,5.0,5.0,5.0,5.0,4.9,54.0
1.0,1.5,588,5.0,5.0,5.0,4.9,4.8,4.7,49.0
3.0,2.0,143,4.8,5.0,4.9,5.0,5.0,4.9,39.0
1.0,2.0,232,4.6,4.8,4.9,4.9,4.9,4.9,64.0
15.0,4.0,385,4.7,4.8,4.7,4.5,5.0,4.4,41.0
2.0,1.0,307,5.0,5.0,5.0,5.0,5.0,4.9,52.0
2.0,2.0,150,4.7,4.7,4.6,4.6,4.6,4.6,34.0
4.0,2.0,189,4.8,4.9,5.0,4.9,5.0,4.7,28.0
1.0,1.0,98,5.0,4.9,5.0,5.0,5.0,4.9,13.0
1.0,0.0,67,4.0,4.4,4.5,4.6,4.5,4.2,22.0
2.0,1.0,64,4.8,5.0,5.0,4.9,5.0,4.7,36.0
2.0,1.0,100,4.9,5.0,5.0,5.0,5.0,4.9,25.0
2.0,1.0,137,4.9,5.0,5.0,4.9,5.0,4.9,59.0
5.0,1.0,71,4.8,4.8,4.9,4.7,4.9,4.9,35.0
12.0,2.5,190,4.3,4.8,4.9,4.9,4.8,4.6,27.0
1.0,1.0,198,4.9,4.9,5.0,4.8,5.0,4.8,20.0
1.0,0.0,150,5.0,4.9,5.0,5.0,5.0,4.8,15.0
5.0,3.5,321,5.0,5.0,5.0,5.0,5.0,5.0,30.0
9.0,5.0,363,4.6,5.0,5.0,4.9,5.0,4.8,40.0
1.0,1.0,77,4.8,4.9,5.0,4.9,5.0,4.8,22.0
4.0,2.0,149,5.0,5.0,5.0,5.0,5.0,4.2,25.0
2.0,1.5,120,5.0,5.0,5.0,4.8,5.0,4.8,31.0
2.0,1.0,50,4.8,4.9,4.9,5.0,5.0,5.0,58.0
3.0,1.0,84,4.9,4.8,5.0,4.7,4.9,4.6,52.0
1.0,1.0,16,4.8,5.0,4.9,4.9,5.0,5.0,24.0
1.0,1.0,97,5.0,4.9,5.0,4.9,5.0,4.8,21.0
2.0,1.0,51,5.0,5.0,5.0,5.0,5.0,5.0,31.0
2.0,1.0,32,4.6,4.7,4.8,4.7,4.8,4.6,25.0
2.0,2.5,246,4.5,4.9,4.8,5.0,5.0,4.7,30.0
3.0,2.0,181,5.0,5.0,5.0,5.0,5.0,5.0,22.0
2.0,2.0,76,4.6,4.8,4.8,5.0,4.9,4.7,38.0
1.0,1.0,113,4.8,4.5,4.9,4.8,4.9,4.3,19.0
4.0,1.5,99,4.7,4.8,4.9,4.8,4.9,4.7,33.0
10.0,1.0,68,4.9,4.6,5.0,5.0,5.0,4.9,34.0
3.0,2.5,128,4.9,4.8,4.9,4.9,5.0,4.7,40.0
4.0,1.5,266,4.7,4.8,4.9,4.6,4.8,4.4,38.0
1.0,1.0,115,4.9,5.0,5.0,4.9,5.0,4.8,22.0
3.0,1.0,191,5.0,5.0,5.0,5.0,5.0,4.9,49.0
2.0,1.0,188,4.9,4.9,5.0,4.8,5.0,4.7,45.0
6.0,2.5,643,4.6,4.8,4.9,4.9,4.8,4.6,37.0
3.0,1.0,150,4.8,5.0,5.0,5.0,5.0,4.8,26.0
5.0,3.5,1132,4.7,4.9,4.8,4.9,4.9,4.4,40.0
7.0,3.0,694,4.6,4.9,5.0,5.0,4.9,4.7,26.0
1.0,1.0,166,4.8,5.0,5.0,5.0,4.9,4.7,29.0
3.0,1.5,165,5.0,4.9,5.0,5.0,4.9,4.7,49.0
3.0,1.0,98,4.8,4.8,4.8,4.9,4.9,4.6,48.0
2.0,1.0,108,4.8,4.9,4.9,4.9,5.0,4.7,20.0
2.0,1.0,101,4.9,4.7,4.9,4.9,4.8,4.5,41.0
7.0,2.0,275,5.0,5.0,5.0,5.0,5.0,4.8,75.0
4.0,1.0,194,4.8,4.8,5.0,4.9,4.9,4.7,49.0
4.0,1.0,252,5.0,5.0,5.0,5.0,5.0,4.8,28.0
1.0,1.0,107,5.0,5.0,5.0,5.0,5.0,5.0,71.0
1.0,1.0,79,4.8,5.0,5.0,5.0,5.0,4.9,46.0
2.0,1.0,188,4.8,5.0,4.8,5.0,5.0,4.7,20.0
1.0,1.0,89,4.9,5.0,4.9,5.0,5.0,4.7,40.0
2.0,1.0,120,4.6,4.8,4.8,4.9,4.8,4.5,26.0
3.0,1.0,74,4.9,4.9,4.9,4.9,4.9,4.8,40.0
2.0,1.0,149,4.8,4.9,5.0,4.9,4.9,4.7,33.0
7.0,3.0,533,4.8,5.0,5.0,5.0,4.9,4.6,24.0
2.0,1.0,231,4.9,5.0,5.0,5.0,5.0,4.8,64.0
2.0,1.0,102,5.0,5.0,5.0,4.9,4.9,4.8,31.0
5.0,2.0,350,4.9,5.0,4.9,4.9,5.0,4.8,36.0
5.0,2.0,286,4.8,5.0,5.0,5.0,5.0,4.8,26.0
5.0,1.5,132,5.0,5.0,5.0,5.0,5.0,5.0,61.0
2.0,1.5,114,4.7,5.0,4.9,5.0,4.9,4.7,30.0
3.0,2.5,250,5.0,5.0,5.0,5.0,5.0,4.9,70.0
7.0,5.5,750,5.0,5.0,5.0,4.9,5.0,4.9,73.0
2.0,2.0,216,4.9,5.0,5.0,5.0,5.0,4.8,53.0
4.0,2.0,150,5.0,4.9,5.0,4.9,5.0,4.5,47.0
5.0,1.5,211,4.6,4.8,4.9,4.9,4.9,4.3,56.0
2.0,1.0,68,4.9,5.0,5.0,5.0,5.0,4.8,31.0
2.0,1.0,67,4.9,5.0,5.0,5.0,4.9,4.9,44.0
5.0,3.5,398,4.9,5.0,5.0,5.0,4.9,4.7,50.0
1.0,1.0,87,5.0,5.0,5.0,5.0,5.0,4.9,31.0
2.0,1.0,203,5.0,4.9,5.0,4.9,4.9,4.7,22.0
4.0,2.0,353,4.8,5.0,5.0,5.0,5.0,4.7,32.0
1.0,1.0,79,4.9,5.0,5.0,4.9,5.0,4.9,37.0
5.0,2.0,190,4.8,4.9,4.9,4.9,5.0,4.7,52.0
2.0,2.0,171,4.6,4.8,4.8,5.0,4.8,4.5,27.0
3.0,1.0,188,4.8,4.9,5.0,5.0,5.0,4.7,64.0
7.0,1.0,329,4.9,4.9,5.0,5.0,5.0,4.6,44.0
2.0,1.0,121,4.9,4.9,4.9,5.0,4.9,4.7,61.0
6.0,2.0,120,4.7,4.9,4.9,4.9,4.9,4.7,15.0
1.0,1.0,49,4.9,4.9,5.0,4.9,5.0,4.8,40.0
4.0,1.0,75,4.8,4.9,4.9,4.9,4.9,4.7,31.0
1.0,1.0,114,5.0,5.0,5.0,4.8,5.0,4.8,52.0
3.0,1.0,80,4.7,4.9,4.9,4.9,4.9,4.9,26.0
5.0,2.0,141,5.0,5.0,5.0,5.0,5.0,4.9,43.0
1.0,1.0,225,5.0,4.9,5.0,5.0,5.0,4.8,59.0
1.0,1.0,76,4.9,5.0,5.0,5.0,5.0,5.0,20.0
3.0,2.0,111,5.0,4.7,5.0,5.0,5.0,4.3,39.0
1.0,1.0,250,5.0,5.0,4.6,5.0,5.0,4.6,21.0
2.0,1.0,108,4.9,4.8,4.8,4.8,5.0,4.7,48.0
4.0,1.0,98,5.0,4.9,5.0,5.0,4.9,4.9,22.0
3.0,1.0,140,4.9,4.8,4.8,4.7,4.7,4.4,33.0
7.0,4.0,956,5.0,5.0,5.0,5.0,5.0,5.0,62.0
2.0,1.0,171,4.9,5.0,4.9,5.0,4.9,4.7,45.0
4.0,3.0,146,4.7,4.8,4.8,5.0,5.0,4.9,23.0
1.0,1.0,127,4.9,4.9,5.0,5.0,4.9,4.8,39.0
2.0,1.0,126,4.8,5.0,5.0,5.0,5.0,4.8,58.0
3.0,1.0,98,5.0,5.0,4.9,5.0,5.0,5.0,49.0
5.0,1.5,185,4.9,5.0,4.9,4.8,4.9,4.6,51.0
1.0,1.0,66,4.9,4.7,4.6,5.0,4.8,4.8,12.0
3.0,1.0,76,5.0,5.0,5.0,5.0,5.0,4.9,41.0
1.0,1.0,78,4.9,5.0,5.0,5.0,5.0,4.9,36.0
4.0,1.5,249,4.1,4.3,4.7,5.0,4.8,4.4,43.0
1.0,1.0,100,4.9,4.9,5.0,5.0,5.0,4.9,60.0
2.0,1.0,100,4.1,4.4,4.9,4.9,5.0,3.7,20.0
1.0,1.0,107,5.0,5.0,5.0,5.0,5.0,4.9,37.0
2.0,1.0,113,4.8,4.8,4.8,5.0,4.8,4.7,39.0
3.0,1.0,221,4.9,5.0,5.0,4.9,5.0,4.8,51.0
5.0,2.5,489,4.3,4.7,4.9,5.0,4.9,4.6,37.0
5.0,3.0,326,4.8,4.9,5.0,4.9,5.0,4.8,45.0
8.0,2.5,382,4.7,4.8,5.0,4.9,5.0,4.7,62.0
5.0,2.0,299,4.8,5.0,5.0,5.0,5.0,4.6,44.0
3.0,1.0,162,4.9,4.9,5.0,5.0,5.0,4.5,31.0
2.0,1.0,273,4.1,4.8,4.9,4.8,4.8,4.4,30.0
3.0,1.0,84,4.7,4.9,5.0,5.0,5.0,4.7,37.0
8.0,4.5,215,4.7,4.8,4.9,5.0,5.0,4.7,41.0
1.0,1.0,87,4.7,4.8,5.0,5.0,4.9,4.7,59.0
1.0,1.0,65,4.8,4.9,5.0,4.9,4.9,4.9,19.0
3.0,1.5,175,5.0,5.0,5.0,4.9,5.0,4.8,58.0
3.0,2.0,122,4.9,4.9,4.9,4.8,5.0,4.5,15.0
4.0,4.0,482,5.0,5.0,4.7,5.0,4.7,4.5,47.0
3.0,2.0,152,4.1,4.3,4.8,4.9,4.8,4.2,26.0
3.0,1.0,98,4.5,4.8,4.8,4.9,4.8,4.6,45.0
6.0,4.0,320,4.6,4.8,5.0,5.0,5.0,4.3,52.0
6.0,2.5,233,4.1,4.7,4.9,4.8,4.9,4.2,37.0
2.0,1.0,144,4.7,4.9,5.0,5.0,4.9,4.7,28.0
1.0,1.0,64,4.5,4.8,4.9,4.9,4.9,4.7,20.0
3.0,2.0,150,5.0,4.7,4.7,4.3,5.0,4.3,29.0
1.0,1.0,77,4.8,4.9,4.9,4.8,5.0,4.5,24.0
5.0,3.5,181,5.0,5.0,5.0,5.0,5.0,4.8,50.0
1.0,1.0,54,4.9,5.0,5.0,4.9,5.0,4.9,40.0
2.0,2.0,143,4.9,4.9,5.0,4.9,4.9,4.8,59.0
1.0,1.0,56,5.0,5.0,5.0,5.0,5.0,4.8,43.0
1.0,1.0,86,4.5,4.9,5.0,5.0,4.9,4.6,33.0
2.0,1.5,152,4.8,4.8,4.9,4.9,5.0,4.7,66.0
3.0,1.0,98,5.0,5.0,4.8,5.0,5.0,4.7,49.0
10.0,2.5,795,5.0,5.0,5.0,5.0,5.0,4.8,34.0
5.0,2.5,312,4.7,4.8,4.9,4.8,5.0,4.6,32.0
1.0,1.0,34,4.9,4.9,5.0,4.9,4.9,4.9,13.0
2.0,1.0,180,4.9,4.5,4.7,4.9,4.7,4.5,34.0
6.0,2.0,119,4.5,4.9,4.9,5.0,4.8,4.5,38.0
2.0,1.0,151,4.7,4.8,5.0,5.0,4.9,4.7,50.0
2.0,1.0,130,5.0,5.0,5.0,5.0,5.0,4.6,28.0
2.0,2.0,143,4.7,5.0,5.0,4.7,5.0,5.0,45.0
12.0,5.5,581,4.5,4.8,5.0,5.0,4.9,4.7,69.0
4.0,3.0,739,5.0,4.9,4.8,5.0,4.8,4.8,49.0
1.0,1.0,117,4.9,4.9,4.9,4.9,4.9,4.7,20.0
2.0,1.0,165,4.9,5.0,5.0,4.9,5.0,4.8,46.0
3.0,2.0,121,4.8,4.9,4.9,5.0,4.9,4.7,32.0
1.0,1.0,108,4.8,4.7,4.8,5.0,4.8,4.7,29.0
3.0,2.0,129,4.8,4.8,4.9,5.0,4.7,4.6,31.0
2.0,1.5,240,4.9,5.0,5.0,5.0,4.9,4.8,33.0
1.0,1.0,78,4.8,5.0,4.9,4.9,5.0,4.9,54.0
2.0,1.5,113,4.8,5.0,5.0,5.0,5.0,4.8,38.0
3.0,2.0,80,4.7,4.8,5.0,5.0,5.0,4.7,24.0
2.0,1.0,104,4.9,4.9,4.9,4.9,4.9,4.3,29.0
